ingredient,skin_type,label
Jojoba Oil/?Macadamia Seed Oil Esters,지성,GOOD
Jojoba Oil/?Macadamia Seed Oil Esters,복합성,GOOD
Aphanizomenon Flos-Aquae Extract,건성,NORMAL
Aphanizomenon Flos-Aquae Extract,지성,NORMAL
Aphanizomenon Flos-Aquae Extract,복합성,NORMAL
Ci 77289,건성,NORMAL
Ci 77289,지성,NORMAL
Ci 77289,복합성,NORMAL
Phytosteryl Macadamiate,건성,GOOD
Phytosteryl Macadamiate,지성,NORMAL
Phytosteryl Macadamiate,복합성,GOOD
Diisopropyl Dimer Dilinoleate,건성,GOOD
Diisopropyl Dimer Dilinoleate,지성,CAUTION
Diisopropyl Dimer Dilinoleate,복합성,NORMAL
Sodium Stearate,건성,CAUTION
Sodium Stearate,지성,NORMAL
Sodium Stearate,복합성,NORMAL
Isopropyl Cloprostenate,건성,NORMAL
Isopropyl Cloprostenate,지성,NORMAL
Isopropyl Cloprostenate,복합성,NORMAL
Hydrolyzed Marine Collagen,건성,GOOD
Hydrolyzed Marine Collagen,지성,NORMAL
Hydrolyzed Marine Collagen,복합성,NORMAL
Citrus Unshiu Extract,건성,NORMAL
Citrus Unshiu Extract,지성,NORMAL
Citrus Unshiu Extract,복합성,NORMAL
Palmitoyl Hexapeptide-19,건성,NORMAL
Palmitoyl Hexapeptide-19,지성,NORMAL
Palmitoyl Hexapeptide-19,복합성,NORMAL
Cocamidopropylamine Oxide,건성,NORMAL
Cocamidopropylamine Oxide,지성,NORMAL
Cocamidopropylamine Oxide,복합성,NORMAL
Dmpa/?Isophthalic Acid/?Smdi Copolymer,건성,NORMAL
Dmpa/?Isophthalic Acid/?Smdi Copolymer,지성,NORMAL
Dmpa/?Isophthalic Acid/?Smdi Copolymer,복합성,NORMAL
N-Butyl Alcohol,건성,CAUTION
N-Butyl Alcohol,지성,NORMAL
N-Butyl Alcohol,복합성,CAUTION
Disiloxane,건성,NORMAL
Disiloxane,지성,NORMAL
Disiloxane,복합성,NORMAL
Anthocyanins,건성,NORMAL
Anthocyanins,지성,NORMAL
Anthocyanins,복합성,NORMAL
Ethylhexyl Dimethyl PABA,건성,NORMAL
Ethylhexyl Dimethyl PABA,지성,NORMAL
Ethylhexyl Dimethyl PABA,복합성,NORMAL
Phytosteryl Sunflowerseedate,건성,NORMAL
Phytosteryl Sunflowerseedate,지성,CAUTION
Phytosteryl Sunflowerseedate,복합성,NORMAL
Polyglyceryl-3 Cetearyl Ether Olivate,건성,NORMAL
Polyglyceryl-3 Cetearyl Ether Olivate,지성,CAUTION
Polyglyceryl-3 Cetearyl Ether Olivate,복합성,NORMAL
CI 77947,건성,NORMAL
CI 77947,지성,NORMAL
CI 77947,복합성,NORMAL
Castor Oil/?IPDI Copolymer,건성,NORMAL
Castor Oil/?IPDI Copolymer,지성,NORMAL
Castor Oil/?IPDI Copolymer,복합성,NORMAL
Maleated Soybean Oil Glyceryl/?Octyldodecanol Esters,건성,NORMAL
Maleated Soybean Oil Glyceryl/?Octyldodecanol Esters,지성,NORMAL
Maleated Soybean Oil Glyceryl/?Octyldodecanol Esters,복합성,NORMAL
